NMec = 98491
T = 19
P = 7
Profits not ignored
Solution time = 2.366e-03
Best Profit = 28529
Terminal Cases = 172384
Task date  Profit    P
  0   13    1173     -1  
  0   24    3958     -1  
  1   25    3310     -1  
  3   15    2113     -1  
  3   18    1721     -1  
  3   21    1652     -1  
  3   26    5685     -1  
  6   23    4059     -1  
  8   20    1387     -1  
  8   25    1820     -1  
  9   17    1402     -1  
  10  24    1557     -1  
  10  27    2130     -1  
  13  28    1492     -1  
  14  28    2307     -1  
  16  22    1142     -1  
  16  27    1932     -1  
  17  26    2539     -1  
  18  29    1983     -1  
End
