NMec = 98491
T = 26
P = 1
Profits not ignored
Solution time = 1.524e-03
Best Profit = 30806
Terminal Cases = 151632
Task date  Profit    P
  1   2     174      0   
  2   22    1775     -1  
  24  35    1648     0   
  24  42    3078     -1  
  35  40    1477     -1  
  38  47    1412     0   
  52  66    1655     0   
  54  60    706      -1  
  55  216   21387    -1  
  61  74    2133     -1  
  66  73    932      -1  
  77  91    1737     0   
  83  199   10255    -1  
  122 127   621      0   
  123 129   661      -1  
  129 131   568      0   
  150 157   1158     0   
  155 164   2800     -1  
  155 170   2620     -1  
  165 180   1376     0   
  178 183   472      -1  
  183 189   908      0   
  185 193   698      -1  
  187 193   1588     -1  
  221 237   4566     0   
  227 244   4455     -1  
End
