NMec = 98491
T = 14
P = 8
Profits not ignored
Solution time = 2.096e-04
Best Profit = 26320
Terminal Cases = 15473
Task date  Profit    P
  0   8     782      -1  
  0   24    2489     -1  
  2   21    2999     -1  
  2   24    5251     -1  
  5   13    1979     -1  
  5   14    1061     -1  
  6   17    3134     -1  
  6   25    2852     -1  
  8   23    1076     -1  
  8   28    2490     -1  
  9   17    1388     -1  
  12  27    2050     -1  
  14  27    2294     -1  
  16  23    1279     -1  
End
