NMec = 98491
T = 35
P = 3
Profits not ignored
Solution time = 1.592e+00
Best Profit = 44632
Terminal Cases = 115759875
Task date  Profit    P
  2   15    1598     0   
  7   13    1010     1   
  10  83    8824     2   
  11  23    1555     -1  
  11  70    10317    -1  
  15  59    10597    1   
  15  96    12692    -1  
  22  35    2976     0   
  23  48    2078     -1  
  25  46    3543     -1  
  30  55    3525     -1  
  31  77    5558     -1  
  33  100   9678     -1  
  35  44    1141     -1  
  36  40    357      0   
  37  45    923      -1  
  37  48    2110     -1  
  40  42    211      -1  
  44  62    3326     0   
  47  56    1637     -1  
  57  75    2517     -1  
  63  68    555      0   
  64  72    1909     1   
  66  76    822      -1  
  67  70    687      -1  
  69  83    2545     0   
  77  85    1681     1   
  79  98    3957     -1  
  80  94    1720     -1  
  82  87    1151     -1  
  82  96    2445     -1  
  83  85    324      -1  
  92  96    1006     0   
  93  105   2201     1   
  98  101   268      0   
End
