NMec = 98491
T = 19
P = 3
Profits not ignored
Solution time = 4.191e-04
Best Profit = 28082
Terminal Cases = 34799
Task date  Profit    P
  0   20    3640     -1  
  1   23    2654     -1  
  6   16    2323     -1  
  8   31    3066     -1  
  15  39    2741     -1  
  16  32    2118     -1  
  16  57    5871     -1  
  21  34    2809     -1  
  22  32    1382     -1  
  22  38    2569     -1  
  28  52    5747     -1  
  31  37    1649     -1  
  32  48    3713     -1  
  32  53    2540     -1  
  36  57    4419     -1  
  39  62    2044     -1  
  40  55    1860     -1  
  51  61    1313     -1  
  56  59    721      -1  
End
