NMec = 98629
T = 37
P = 8
Profits ignored
Solution time = 1.980e+02
Programing Tasks = 22
Terminal Cases = 309192
Task date  Profit    P
  0   19    1        -1  
  0   37    1        -1  
  1   9     1        0   
  2   11    1        1   
  3   24    1        -1  
  4   11    1        2   
  4   15    1        3   
  5   17    1        -1  
  5   32    1        -1  
  6   24    1        -1  
  8   32    1        -1  
  11  22    1        0   
  11  24    1        4   
  11  42    1        -1  
  12  18    1        1   
  12  20    1        2   
  12  23    1        5   
  12  24    1        6   
  12  24    1        7   
  13  29    1        -1  
  14  32    1        -1  
  16  23    1        3   
  18  37    1        -1  
  21  35    1        -1  
  24  33    1        -1  
  24  41    1        -1  
  25  28    1        -1  
  25  31    1        0   
  26  37    1        1   
  26  37    1        2   
  27  38    1        3   
  27  43    1        4   
  28  36    1        5   
  28  37    1        6   
  28  46    1        7   
  34  45    1        0   
  41  45    1        1   
End
