NMec = 98629
T = 35
P = 4
Profits ignored
Solution time = 1.508e+01
Programing Tasks = 20
Terminal Cases = 120159
Task date  Profit    P
  3   16    1        -1  
  7   32    1        -1  
  10  15    1        0   
  11  18    1        1   
  13  17    1        2   
  13  30    1        3   
  17  60    1        -1  
  18  31    1        0   
  19  23    1        1   
  27  38    1        1   
  30  57    1        -1  
  31  39    1        -1  
  32  42    1        -1  
  33  42    1        0   
  34  43    1        -1  
  36  49    1        2   
  39  46    1        1   
  39  54    1        3   
  43  55    1        0   
  48  72    1        -1  
  49  74    1        -1  
  50  77    1        -1  
  53  62    1        1   
  54  72    1        -1  
  55  65    1        -1  
  57  68    1        -1  
  58  74    1        -1  
  59  71    1        -1  
  60  68    1        0   
  61  70    1        2   
  64  70    1        1   
  64  71    1        3   
  75  81    1        0   
  75  84    1        1   
  77  86    1        2   
End
