NMec = 98629
T = 38
P = 8
Profits ignored
Solution time = 3.348e+02
Programing Tasks = 23
Terminal Cases = 139699
Task date  Profit    P
  2   13    1        0   
  4   15    1        -1  
  5   18    1        -1  
  5   20    1        -1  
  5   24    1        -1  
  6   15    1        1   
  8   26    1        -1  
  9   22    1        -1  
  9   23    1        -1  
  10  16    1        2   
  10  21    1        -1  
  10  32    1        -1  
  12  14    1        3   
  12  21    1        4   
  12  25    1        5   
  12  28    1        -1  
  12  31    1        6   
  14  17    1        0   
  15  21    1        3   
  15  25    1        7   
  15  38    1        -1  
  16  38    1        -1  
  19  33    1        0   
  20  28    1        1   
  20  46    1        -1  
  21  37    1        -1  
  21  38    1        -1  
  21  44    1        2   
  23  37    1        3   
  26  28    1        4   
  26  45    1        5   
  27  37    1        7   
  30  42    1        1   
  31  32    1        4   
  32  42    1        6   
  33  38    1        4   
  34  44    1        0   
  42  45    1        3   
End
