NMec = 98629
T = 35
P = 5
Profits ignored
Solution time = 1.267e+01
Programing Tasks = 20
Terminal Cases = 1701
Task date  Profit    P
  1   21    1        -1  
  1   24    1        -1  
  1   33    1        -1  
  1   68    1        -1  
  6   24    1        -1  
  9   18    1        0   
  9   19    1        -1  
  10  29    1        -1  
  11  27    1        -1  
  13  20    1        1   
  14  23    1        -1  
  14  29    1        2   
  15  23    1        3   
  16  19    1        4   
  19  28    1        0   
  19  40    1        -1  
  21  25    1        1   
  22  34    1        4   
  25  46    1        -1  
  28  43    1        -1  
  29  41    1        0   
  34  39    1        1   
  34  40    1        2   
  35  49    1        -1  
  37  47    1        3   
  37  57    1        -1  
  38  51    1        4   
  39  55    1        -1  
  42  44    1        0   
  42  50    1        1   
  43  59    1        2   
  46  60    1        0   
  51  55    1        1   
  53  58    1        3   
  55  59    1        4   
End
