NMec = 98629
T = 35
P = 7
Profits ignored
Solution time = 1.157e+01
Programing Tasks = 19
Terminal Cases = 4330
Task date  Profit    P
  0   49    1        -1  
  2   13    1        0   
  3   16    1        -1  
  4   19    1        1   
  4   47    1        -1  
  6   13    1        2   
  6   20    1        3   
  9   31    1        -1  
  11  34    1        -1  
  12  25    1        4   
  13  23    1        5   
  13  29    1        6   
  13  34    1        -1  
  14  25    1        0   
  14  31    1        2   
  14  49    1        -1  
  17  37    1        -1  
  19  35    1        -1  
  20  34    1        -1  
  22  38    1        -1  
  23  25    1        1   
  23  39    1        -1  
  23  45    1        -1  
  24  41    1        -1  
  25  33    1        3   
  26  32    1        0   
  28  42    1        -1  
  29  40    1        -1  
  29  43    1        1   
  29  44    1        4   
  29  45    1        5   
  32  40    1        2   
  32  47    1        6   
  33  48    1        0   
  40  47    1        3   
End
