NMec = 98629
T = 35
P = 8
Profits ignored
Solution time = 4.356e+01
Programing Tasks = 22
Terminal Cases = 1616
Task date  Profit    P
  0   18    1        0   
  1   8     1        1   
  2   10    1        2   
  3   14    1        3   
  4   7     1        4   
  4   29    1        5   
  5   9     1        6   
  5   12    1        7   
  5   24    1        -1  
  7   25    1        -1  
  7   29    1        -1  
  7   32    1        -1  
  8   20    1        4   
  8   22    1        -1  
  8   26    1        -1  
  10  14    1        1   
  10  21    1        6   
  10  34    1        -1  
  10  40    1        -1  
  12  22    1        2   
  13  34    1        7   
  13  38    1        -1  
  15  37    1        1   
  16  31    1        3   
  17  33    1        -1  
  17  35    1        -1  
  17  42    1        -1  
  20  23    1        0   
  20  29    1        -1  
  21  35    1        4   
  22  26    1        6   
  26  28    1        0   
  29  37    1        0   
  30  43    1        2   
  38  40    1        0   
End
