NMec = 98629
T = 31
P = 8
Profits ignored
Solution time = 3.962e+00
Programing Tasks = 21
Terminal Cases = 102
Task date  Profit    P
  0   38    1        -1  
  1   3     1        0   
  1   9     1        1   
  2   4     1        2   
  4   20    1        0   
  6   16    1        2   
  7   15    1        3   
  8   27    1        -1  
  9   24    1        -1  
  10  18    1        1   
  10  29    1        -1  
  12  17    1        4   
  12  23    1        5   
  13  24    1        -1  
  13  25    1        -1  
  13  28    1        -1  
  14  28    1        -1  
  15  34    1        -1  
  15  35    1        -1  
  16  20    1        3   
  17  24    1        2   
  17  26    1        6   
  17  30    1        7   
  19  25    1        1   
  23  30    1        0   
  23  35    1        3   
  24  32    1        4   
  24  36    1        5   
  25  34    1        2   
  33  37    1        0   
  34  36    1        1   
End
