NMec = 98629
T = 39
P = 8
Profits ignored
Solution time = 7.945e+02
Programing Tasks = 26
Terminal Cases = 12555
Task date  Profit    P
  0   5     1        0   
  1   10    1        -1  
  1   14    1        1   
  3   14    1        2   
  3   15    1        3   
  3   45    1        -1  
  4   13    1        4   
  4   17    1        5   
  4   24    1        -1  
  5   45    1        -1  
  6   23    1        0   
  7   16    1        6   
  8   17    1        7   
  11  39    1        -1  
  12  36    1        -1  
  15  21    1        1   
  15  26    1        -1  
  15  36    1        -1  
  16  25    1        2   
  16  27    1        3   
  16  32    1        -1  
  17  30    1        -1  
  17  35    1        -1  
  18  33    1        -1  
  18  33    1        4   
  19  30    1        5   
  20  36    1        -1  
  22  26    1        1   
  23  41    1        6   
  24  34    1        0   
  24  44    1        7   
  29  31    1        1   
  29  47    1        2   
  30  48    1        3   
  33  46    1        1   
  34  36    1        4   
  34  38    1        5   
  38  43    1        0   
  41  47    1        4   
End
