NMec = 98629
T = 34
P = 4
Profits ignored
Solution time = 1.217e+01
Programing Tasks = 23
Terminal Cases = 186
Task date  Profit    P
  0   4     1        0   
  1   17    1        1   
  6   17    1        0   
  7   13    1        2   
  9   29    1        3   
  13  39    1        -1  
  17  22    1        2   
  18  25    1        0   
  19  28    1        1   
  23  50    1        2   
  25  34    1        -1  
  25  43    1        -1  
  28  38    1        0   
  29  45    1        1   
  29  49    1        -1  
  30  39    1        3   
  37  48    1        -1  
  38  41    1        -1  
  38  55    1        -1  
  40  50    1        0   
  40  52    1        3   
  41  53    1        -1  
  44  47    1        -1  
  44  52    1        -1  
  46  48    1        1   
  46  54    1        -1  
  46  57    1        -1  
  48  68    1        -1  
  56  70    1        0   
  57  74    1        1   
  58  65    1        2   
  58  67    1        3   
  68  75    1        2   
  69  79    1        3   
End
