NMec = 98629
T = 40
P = 5
Profits ignored
Solution time = 4.283e+02
Programing Tasks = 25
Terminal Cases = 114546
Task date  Profit    P
  1   75    1        -1  
  2   4     1        0   
  7   15    1        -1  
  7   17    1        -1  
  7   28    1        -1  
  8   9     1        0   
  9   15    1        1   
  9   72    1        -1  
  10  18    1        0   
  12  17    1        2   
  12  21    1        3   
  12  37    1        -1  
  12  55    1        -1  
  13  20    1        4   
  15  31    1        -1  
  17  27    1        1   
  19  32    1        -1  
  20  42    1        -1  
  21  26    1        0   
  24  38    1        -1  
  24  45    1        -1  
  25  31    1        -1  
  27  40    1        0   
  27  40    1        2   
  28  38    1        1   
  30  42    1        3   
  31  48    1        4   
  40  42    1        1   
  42  48    1        0   
  47  58    1        1   
  50  63    1        -1  
  51  67    1        0   
  53  62    1        2   
  53  69    1        -1  
  57  78    1        3   
  60  70    1        1   
  62  73    1        4   
  65  75    1        2   
  69  76    1        0   
  71  76    1        1   
End
