NMec = 98629
T = 29
P = 4
Profits ignored
Solution time = 2.602e-01
Programing Tasks = 18
Terminal Cases = 75
Task date  Profit    P
  0   9     1        0   
  0   70    1        -1  
  1   18    1        -1  
  2   25    1        -1  
  2   49    1        -1  
  3   11    1        1   
  3   72    1        -1  
  8   24    1        -1  
  9   13    1        2   
  9   18    1        -1  
  12  19    1        0   
  12  28    1        1   
  15  23    1        2   
  16  30    1        3   
  20  31    1        0   
  27  37    1        2   
  29  68    1        -1  
  30  38    1        1   
  32  45    1        -1  
  37  42    1        0   
  38  47    1        2   
  39  50    1        1   
  41  48    1        3   
  41  57    1        -1  
  41  64    1        -1  
  50  61    1        0   
  51  62    1        1   
  54  61    1        2   
  56  67    1        3   
End
