NMec = 98629
T = 39
P = 5
Profits ignored
Solution time = 1.157e+02
Programing Tasks = 24
Terminal Cases = 2140
Task date  Profit    P
  1   17    1        0   
  1   18    1        -1  
  1   69    1        -1  
  3   11    1        1   
  3   25    1        -1  
  4   44    1        -1  
  5   73    1        -1  
  7   18    1        2   
  7   20    1        -1  
  9   32    1        -1  
  11  20    1        3   
  15  23    1        -1  
  15  28    1        1   
  17  34    1        -1  
  18  23    1        0   
  18  26    1        4   
  18  34    1        -1  
  19  30    1        2   
  23  33    1        3   
  23  50    1        -1  
  25  47    1        -1  
  26  37    1        0   
  27  43    1        -1  
  28  42    1        4   
  29  51    1        -1  
  31  60    1        1   
  33  37    1        2   
  38  46    1        0   
  38  56    1        2   
  40  48    1        3   
  44  47    1        4   
  47  67    1        -1  
  52  64    1        0   
  53  59    1        3   
  58  66    1        2   
  59  70    1        4   
  61  69    1        1   
  61  69    1        3   
  70  75    1        0   
End
