NMec = 98629
T = 32
P = 4
Profits ignored
Solution time = 2.130e+00
Programing Tasks = 22
Terminal Cases = 15
Task date  Profit    P
  1   75    1        -1  
  2   6     1        0   
  5   22    1        1   
  6   59    1        -1  
  8   9     1        0   
  10  14    1        0   
  10  26    1        2   
  11  53    1        -1  
  14  25    1        3   
  14  60    1        -1  
  15  39    1        -1  
  17  21    1        0   
  21  35    1        -1  
  25  35    1        0   
  28  39    1        1   
  29  32    1        2   
  35  42    1        2   
  35  43    1        3   
  38  45    1        0   
  41  44    1        1   
  45  63    1        -1  
  49  51    1        0   
  49  63    1        -1  
  53  74    1        -1  
  54  61    1        0   
  54  72    1        -1  
  55  58    1        1   
  55  66    1        2   
  58  70    1        3   
  59  68    1        1   
  62  69    1        0   
  71  76    1        0   
End
