NMec = 98629
T = 36
P = 3
Profits ignored
Solution time = 1.126e+01
Programing Tasks = 22
Terminal Cases = 1295
Task date  Profit    P
  0   13    1        0   
  0   21    1        -1  
  1   9     1        1   
  4   102   1        -1  
  6   23    1        -1  
  14  24    1        0   
  14  32    1        1   
  18  29    1        2   
  25  33    1        0   
  25  100   1        -1  
  33  44    1        1   
  36  57    1        0   
  38  59    1        -1  
  45  50    1        1   
  45  51    1        2   
  51  74    1        -1  
  56  62    1        1   
  56  65    1        2   
  59  72    1        0   
  65  89    1        -1  
  71  85    1        -1  
  71  94    1        -1  
  73  82    1        0   
  73  92    1        -1  
  80  87    1        -1  
  82  89    1        1   
  84  86    1        0   
  84  108   1        -1  
  85  104   1        2   
  88  97    1        0   
  91  113   1        -1  
  92  99    1        1   
  97  109   1        -1  
  99  119   1        0   
  101 111   1        1   
  108 118   1        2   
End
