NMec = 98629
T = 39
P = 6
Profits ignored
Solution time = 1.652e+02
Programing Tasks = 25
Terminal Cases = 21
Task date  Profit    P
  1   16    1        -1  
  1   64    1        -1  
  2   55    1        -1  
  2   60    1        -1  
  3   17    1        0   
  3   64    1        -1  
  4   64    1        -1  
  5   24    1        1   
  7   15    1        2   
  10  23    1        3   
  10  37    1        -1  
  11  19    1        4   
  11  32    1        -1  
  12  15    1        5   
  18  37    1        0   
  19  51    1        -1  
  20  26    1        2   
  21  33    1        4   
  23  32    1        5   
  25  33    1        1   
  27  45    1        -1  
  28  33    1        2   
  28  43    1        -1  
  29  49    1        -1  
  30  40    1        3   
  33  41    1        5   
  33  58    1        -1  
  34  38    1        1   
  34  46    1        2   
  37  54    1        -1  
  38  58    1        0   
  39  64    1        1   
  40  44    1        4   
  41  54    1        3   
  45  55    1        4   
  50  59    1        2   
  54  56    1        5   
  55  63    1        3   
  59  61    1        0   
End
