NMec = 98629
T = 37
P = 6
Profits ignored
Solution time = 6.051e+01
Programing Tasks = 21
Terminal Cases = 33890
Task date  Profit    P
  1   51    1        -1  
  2   44    1        -1  
  5   10    1        0   
  5   12    1        1   
  5   23    1        -1  
  6   15    1        -1  
  6   18    1        2   
  7   18    1        3   
  7   25    1        -1  
  7   28    1        -1  
  8   28    1        -1  
  8   39    1        -1  
  10  23    1        -1  
  10  27    1        4   
  11  58    1        -1  
  13  23    1        0   
  15  26    1        1   
  15  29    1        5   
  16  61    1        -1  
  21  25    1        2   
  21  28    1        3   
  23  56    1        -1  
  25  27    1        0   
  28  42    1        -1  
  28  51    1        -1  
  30  34    1        0   
  31  40    1        -1  
  32  33    1        1   
  33  41    1        2   
  34  46    1        -1  
  36  47    1        0   
  37  44    1        1   
  38  48    1        3   
  38  58    1        4   
  39  51    1        5   
  43  49    1        2   
  46  55    1        1   
End
