NMec = 98629
T = 27
P = 1
Profits ignored
Solution time = 9.019e-04
Programing Tasks = 12
Terminal Cases = 168
Task date  Profit    P
  0   269   1        -1  
  14  248   1        -1  
  15  24    1        -1  
  23  47    1        0   
  48  72    1        0   
  72  95    1        -1  
  74  87    1        -1  
  76  91    1        -1  
  78  85    1        0   
  95  114   1        -1  
  96  161   1        -1  
  104 115   1        -1  
  106 111   1        -1  
  109 126   1        0   
  124 132   1        -1  
  130 135   1        0   
  149 152   1        0   
  161 176   1        -1  
  170 194   1        0   
  207 228   1        0   
  234 261   1        -1  
  239 242   1        0   
  242 261   1        -1  
  243 248   1        0   
  252 259   1        0   
  261 269   1        -1  
  262 265   1        0   
End
