NMec = 98629
T = 31
P = 1
Profits ignored
Solution time = 1.729e-02
Programing Tasks = 14
Terminal Cases = 225
Task date  Profit    P
  8   30    1        0   
  26  33    1        -1  
  27  42    1        -1  
  31  39    1        0   
  49  52    1        0   
  68  91    1        0   
  79  95    1        -1  
  90  96    1        -1  
  95  102   1        0   
  107 119   1        0   
  108 118   1        -1  
  114 130   1        -1  
  116 123   1        -1  
  116 128   1        -1  
  132 141   1        0   
  135 138   1        -1  
  140 148   1        -1  
  145 154   1        0   
  146 235   1        -1  
  162 182   1        0   
  164 182   1        -1  
  165 190   1        -1  
  197 221   1        0   
  217 231   1        -1  
  230 245   1        0   
  252 262   1        0   
  252 272   1        -1  
  267 284   1        0   
  277 290   1        -1  
  281 285   1        -1  
  296 303   1        0   
End
