NMec = 98629
T = 40
P = 3
Profits ignored
Solution time = 1.401e+02
Programing Tasks = 25
Terminal Cases = 2880
Task date  Profit    P
  9   72    1        -1  
  11  32    1        -1  
  12  19    1        0   
  13  21    1        1   
  18  121   1        -1  
  28  45    1        0   
  29  37    1        1   
  30  49    1        2   
  38  57    1        -1  
  40  45    1        1   
  40  52    1        -1  
  41  59    1        -1  
  45  55    1        -1  
  46  60    1        -1  
  48  56    1        0   
  49  59    1        1   
  52  62    1        2   
  55  73    1        -1  
  57  65    1        0   
  61  67    1        1   
  63  74    1        -1  
  64  71    1        2   
  66  71    1        0   
  70  74    1        1   
  75  79    1        0   
  78  92    1        1   
  81  100   1        -1  
  84  100   1        -1  
  90  114   1        -1  
  93  105   1        0   
  95  97    1        1   
  97  102   1        2   
  101 118   1        -1  
  104 110   1        1   
  108 122   1        0   
  108 129   1        -1  
  110 116   1        2   
  120 132   1        1   
  121 133   1        2   
  126 131   1        0   
End
