NMec = 98629
T = 33
P = 6
Profits ignored
Solution time = 1.146e+01
Programing Tasks = 22
Terminal Cases = 1729
Task date  Profit    P
  0   11    1        0   
  1   44    1        -1  
  1   51    1        -1  
  2   37    1        -1  
  4   13    1        1   
  4   21    1        -1  
  5   22    1        -1  
  6   9     1        2   
  7   16    1        3   
  8   16    1        4   
  10  21    1        -1  
  10  22    1        2   
  10  53    1        -1  
  14  23    1        0   
  16  32    1        1   
  16  48    1        -1  
  17  20    1        3   
  17  36    1        4   
  18  23    1        5   
  22  46    1        -1  
  23  32    1        2   
  28  40    1        -1  
  29  52    1        -1  
  34  39    1        0   
  35  38    1        1   
  35  41    1        2   
  36  39    1        3   
  36  40    1        5   
  37  52    1        4   
  42  43    1        0   
  43  48    1        1   
  47  54    1        0   
  53  54    1        1   
End
