NMec = 98629
T = 37
P = 5
Profits ignored
Solution time = 3.056e+01
Programing Tasks = 21
Terminal Cases = 15556
Task date  Profit    P
  0   14    1        -1  
  0   14    1        -1  
  0   15    1        -1  
  3   8     1        0   
  5   48    1        -1  
  5   72    1        -1  
  6   28    1        1   
  7   17    1        2   
  8   58    1        -1  
  9   26    1        0   
  10  30    1        3   
  11  13    1        4   
  12  39    1        -1  
  15  35    1        -1  
  22  34    1        2   
  22  39    1        -1  
  24  33    1        4   
  26  40    1        -1  
  26  62    1        -1  
  27  53    1        -1  
  31  42    1        0   
  31  44    1        1   
  33  54    1        -1  
  34  36    1        3   
  34  41    1        4   
  35  39    1        2   
  37  47    1        3   
  37  59    1        -1  
  40  49    1        2   
  43  63    1        -1  
  44  56    1        0   
  46  65    1        -1  
  49  62    1        1   
  49  63    1        3   
  53  63    1        2   
  53  66    1        4   
  60  64    1        0   
End
