NMec = 98629
T = 38
P = 2
Profits ignored
Solution time = 2.215e+01
Programing Tasks = 23
Terminal Cases = 312
Task date  Profit    P
  2   6     1        0   
  2   23    1        1   
  18  28    1        0   
  28  173   1        1   
  31  44    1        0   
  33  47    1        -1  
  40  53    1        -1  
  41  59    1        -1  
  43  110   1        -1  
  46  49    1        0   
  55  64    1        0   
  57  61    1        -1  
  71  73    1        0   
  75  85    1        0   
  86  95    1        0   
  87  99    1        -1  
  90  104   1        -1  
  91  94    1        -1  
  91  106   1        -1  
  95  100   1        -1  
  97  104   1        0   
  106 125   1        0   
  120 125   1        -1  
  124 141   1        -1  
  128 144   1        0   
  131 143   1        -1  
  133 142   1        -1  
  134 141   1        -1  
  136 151   1        -1  
  149 164   1        0   
  150 163   1        -1  
  151 153   1        -1  
  160 179   1        -1  
  167 168   1        0   
  169 186   1        0   
  171 186   1        -1  
  173 182   1        -1  
  179 187   1        1   
End
