NMec = 98629
T = 38
P = 4
Profits ignored
Solution time = 3.499e+01
Programing Tasks = 21
Terminal Cases = 11200
Task date  Profit    P
  0   88    1        -1  
  6   14    1        0   
  8   18    1        1   
  11  31    1        -1  
  11  79    1        -1  
  13  39    1        -1  
  15  27    1        -1  
  15  34    1        -1  
  18  27    1        -1  
  19  29    1        -1  
  21  31    1        -1  
  21  31    1        0   
  23  33    1        1   
  25  94    1        -1  
  26  37    1        2   
  27  38    1        3   
  33  58    1        -1  
  34  48    1        -1  
  35  47    1        0   
  39  51    1        1   
  42  51    1        2   
  42  92    1        -1  
  43  54    1        -1  
  47  51    1        3   
  52  62    1        0   
  52  67    1        1   
  53  64    1        2   
  53  68    1        3   
  63  80    1        -1  
  64  76    1        0   
  67  77    1        2   
  70  85    1        1   
  73  88    1        -1  
  76  94    1        -1  
  77  86    1        0   
  78  93    1        2   
  78  94    1        3   
  86  93    1        1   
End
