NMec = 98629
T = 30
P = 2
Profits ignored
Solution time = 1.506e-02
Programing Tasks = 14
Terminal Cases = 156
Task date  Profit    P
  2   5     1        0   
  7   14    1        0   
  11  148   1        1   
  33  59    1        0   
  34  57    1        -1  
  36  98    1        -1  
  39  46    1        -1  
  39  61    1        -1  
  40  52    1        -1  
  40  54    1        -1  
  40  58    1        -1  
  44  56    1        -1  
  44  63    1        -1  
  48  52    1        -1  
  52  65    1        -1  
  56  66    1        -1  
  58  66    1        -1  
  73  96    1        0   
  74  85    1        -1  
  81  101   1        -1  
  87  101   1        -1  
  91  105   1        -1  
  92  106   1        -1  
  100 112   1        0   
  101 108   1        -1  
  107 136   1        -1  
  116 122   1        0   
  124 145   1        0   
  127 140   1        -1  
  133 144   1        -1  
End
