NMec = 98629
T = 34
P = 6
Profits ignored
Solution time = 7.162e+00
Programing Tasks = 21
Terminal Cases = 156
Task date  Profit    P
  1   12    1        0   
  2   54    1        -1  
  2   56    1        -1  
  5   13    1        1   
  5   18    1        2   
  9   28    1        -1  
  9   51    1        -1  
  11  31    1        3   
  12  24    1        4   
  13  29    1        0   
  16  51    1        -1  
  17  39    1        -1  
  18  29    1        1   
  20  45    1        -1  
  21  42    1        -1  
  22  30    1        2   
  23  39    1        5   
  24  41    1        -1  
  26  29    1        4   
  26  53    1        -1  
  27  49    1        -1  
  29  41    1        -1  
  30  35    1        0   
  31  49    1        -1  
  33  42    1        1   
  35  45    1        2   
  37  41    1        0   
  39  54    1        3   
  39  54    1        4   
  41  42    1        5   
  42  47    1        0   
  43  51    1        1   
  45  51    1        5   
  48  54    1        0   
End
