NMec = 98629
T = 34
P = 5
Profits ignored
Solution time = 8.272e+00
Programing Tasks = 21
Terminal Cases = 200
Task date  Profit    P
  2   66    1        -1  
  6   22    1        -1  
  6   23    1        -1  
  8   61    1        -1  
  9   17    1        0   
  10  34    1        -1  
  13  22    1        1   
  15  21    1        2   
  16  26    1        3   
  16  35    1        -1  
  20  25    1        0   
  20  41    1        -1  
  21  29    1        4   
  25  49    1        -1  
  30  36    1        0   
  30  39    1        1   
  30  40    1        2   
  30  44    1        -1  
  31  38    1        3   
  33  44    1        -1  
  35  42    1        4   
  35  47    1        -1  
  35  48    1        -1  
  37  53    1        -1  
  41  46    1        0   
  41  50    1        1   
  41  57    1        2   
  44  48    1        3   
  44  51    1        4   
  48  61    1        0   
  50  63    1        3   
  52  56    1        1   
  57  66    1        1   
  58  65    1        2   
End
