NMec = 98629
T = 32
P = 5
Profits ignored
Solution time = 1.032e+01
Programing Tasks = 24
Terminal Cases = 261
Task date  Profit    P
  0   61    1        -1  
  3   11    1        0   
  5   15    1        -1  
  9   21    1        -1  
  9   27    1        1   
  10  18    1        2   
  13  17    1        0   
  14  24    1        3   
  15  20    1        4   
  19  23    1        0   
  19  25    1        2   
  22  32    1        4   
  22  37    1        -1  
  27  37    1        -1  
  28  58    1        -1  
  29  36    1        0   
  31  34    1        1   
  31  37    1        2   
  31  42    1        3   
  35  61    1        -1  
  36  44    1        1   
  36  53    1        -1  
  36  59    1        4   
  37  38    1        0   
  40  44    1        0   
  40  52    1        2   
  44  50    1        3   
  48  60    1        0   
  51  61    1        1   
  52  53    1        3   
  58  60    1        2   
  59  63    1        3   
End
