NMec = 98629
T = 35
P = 6
Profits ignored
Solution time = 5.472e+00
Programing Tasks = 17
Terminal Cases = 81290
Task date  Profit    P
  0   19    1        -1  
  0   48    1        -1  
  2   13    1        -1  
  2   18    1        0   
  5   35    1        -1  
  6   24    1        1   
  7   12    1        2   
  7   17    1        3   
  8   18    1        4   
  9   26    1        5   
  9   35    1        -1  
  10  35    1        -1  
  11  37    1        -1  
  15  26    1        2   
  20  44    1        -1  
  23  35    1        0   
  23  42    1        -1  
  24  39    1        -1  
  25  44    1        -1  
  26  37    1        -1  
  28  40    1        -1  
  28  41    1        -1  
  28  43    1        -1  
  29  38    1        1   
  29  42    1        -1  
  31  41    1        -1  
  33  47    1        -1  
  33  48    1        2   
  33  56    1        3   
  35  43    1        4   
  35  46    1        5   
  36  41    1        0   
  40  55    1        1   
  43  57    1        0   
  48  55    1        4   
End
