NMec = 98629
T = 39
P = 7
Profits ignored
Solution time = 1.424e+03
Programing Tasks = 25
Terminal Cases = 1798360
Task date  Profit    P
  2   13    1        -1  
  2   18    1        -1  
  2   18    1        -1  
  5   9     1        0   
  5   17    1        1   
  5   18    1        2   
  5   31    1        -1  
  6   13    1        3   
  7   54    1        -1  
  8   31    1        4   
  10  27    1        0   
  12  13    1        5   
  12  22    1        6   
  14  23    1        3   
  18  24    1        1   
  19  35    1        -1  
  23  38    1        -1  
  23  42    1        -1  
  24  26    1        2   
  26  33    1        -1  
  26  40    1        -1  
  27  33    1        1   
  27  36    1        2   
  27  37    1        3   
  28  45    1        -1  
  29  35    1        0   
  29  40    1        5   
  30  35    1        6   
  32  49    1        -1  
  33  36    1        4   
  34  47    1        -1  
  34  53    1        -1  
  39  53    1        0   
  41  48    1        1   
  42  46    1        2   
  42  49    1        3   
  43  49    1        4   
  44  53    1        5   
  44  53    1        6   
End
