NMec = 98629
T = 28
P = 4
Profits ignored
Solution time = 2.855e-01
Programing Tasks = 18
Terminal Cases = 1109
Task date  Profit    P
  0   9     1        0   
  0   12    1        1   
  3   10    1        2   
  7   16    1        3   
  7   60    1        -1  
  10  29    1        -1  
  10  30    1        -1  
  11  27    1        0   
  15  32    1        1   
  19  38    1        -1  
  20  36    1        2   
  21  23    1        3   
  25  38    1        -1  
  27  45    1        -1  
  31  52    1        0   
  36  37    1        1   
  37  42    1        2   
  37  51    1        3   
  43  64    1        -1  
  44  61    1        -1  
  45  62    1        -1  
  47  59    1        1   
  48  65    1        -1  
  50  56    1        2   
  53  66    1        0   
  53  68    1        3   
  61  64    1        1   
  63  65    1        2   
End
