NMec = 98629
T = 37
P = 7
Profits ignored
Solution time = 1.843e+02
Programing Tasks = 23
Terminal Cases = 15456
Task date  Profit    P
  0   11    1        -1  
  0   15    1        -1  
  0   18    1        -1  
  0   51    1        -1  
  1   20    1        0   
  4   15    1        1   
  5   15    1        2   
  6   8     1        3   
  6   20    1        4   
  6   28    1        -1  
  9   17    1        3   
  9   22    1        5   
  10  17    1        6   
  10  28    1        -1  
  11  29    1        -1  
  17  21    1        1   
  18  34    1        -1  
  19  26    1        2   
  20  28    1        -1  
  20  37    1        -1  
  23  31    1        0   
  23  39    1        -1  
  23  40    1        -1  
  23  45    1        -1  
  24  33    1        1   
  24  46    1        -1  
  25  35    1        3   
  26  30    1        4   
  26  32    1        5   
  28  39    1        2   
  28  40    1        6   
  32  43    1        0   
  32  48    1        4   
  33  41    1        5   
  36  40    1        1   
  37  46    1        3   
  40  52    1        2   
End
