NMec = 98491
T = 22
P = 8
Profits not ignored
Solution time = 2.250e-02
Best Profit = 30468
Terminal Cases = 1759585
Task date  Profit    P
  0   8     975      -1  
  0   9     1936     0   
  0   18    4169     1   
  0   23    3832     2   
  1   9     991      3   
  1   20    4672     4   
  2   26    3077     5   
  4   17    1358     -1  
  5   19    1850     -1  
  5   27    2295     -1  
  6   19    3984     6   
  8   16    1370     7   
  9   19    1160     -1  
  9   21    1822     -1  
  9   26    2087     -1  
  10  29    1998     -1  
  13  27    2271     0   
  14  28    980      -1  
  16  25    2444     3   
  17  21    617      -1  
  17  27    1722     7   
  18  25    471      -1  
End
