NMec = 98491
T = 28
P = 5
Profits not ignored
Solution time = 1.124e-01
Best Profit = 45738
Terminal Cases = 14980097
Task date  Profit    P
  2   14    1538     -1  
  2   17    1670     -1  
  2   28    7980     0   
  3   20    2886     -1  
  4   13    1509     -1  
  5   49    9934     1   
  6   20    3354     2   
  6   21    2113     -1  
  6   32    6183     3   
  7   16    2649     4   
  7   31    3370     -1  
  10  24    2485     -1  
  10  26    2626     -1  
  10  48    4915     -1  
  12  21    2857     -1  
  14  22    1807     -1  
  16  30    2136     -1  
  20  31    2876     4   
  20  42    3496     -1  
  22  37    3210     -1  
  25  33    914      -1  
  25  35    2444     2   
  31  40    1572     0   
  32  50    1751     4   
  35  38    1070     3   
  36  53    4272     2   
  44  53    1115     0   
  46  54    538      3   
End
