NMec = 98491
T = 16
P = 3
Profits not ignored
Solution time = 1.061e-04
Best Profit = 19058
Terminal Cases = 8590
Task date  Profit    P
  5   16    2110     0   
  7   24    2662     1   
  10  34    3431     -1  
  11  21    1515     -1  
  13  25    3714     2   
  14  16    707      -1  
  16  27    1796     -1  
  16  39    2580     -1  
  22  31    1325     0   
  22  37    1538     -1  
  27  40    2627     1   
  28  35    721      -1  
  28  41    1543     -1  
  29  38    1995     2   
  33  48    2924     0   
  45  53    1701     1   
End
