NMec = 98491
T = 15
P = 7
Profits not ignored
Solution time = 2.321e-04
Best Profit = 24133
Terminal Cases = 23176
Task date  Profit    P
  1   18    3829     0   
  1   21    2283     -1  
  1   24    2556     1   
  2   18    4683     2   
  3   11    1036     -1  
  3   14    982      -1  
  4   11    1015     -1  
  4   16    1860     3   
  5   25    1753     -1  
  6   27    2602     4   
  8   20    1790     -1  
  9   29    3100     5   
  11  19    2295     6   
  17  29    2346     3   
  24  27    862      0   
End
