NMec = 98491
T = 39
P = 4
Profits not ignored
Solution time = 8.927e+01
Best Profit = 61057
Terminal Cases = 7867149264
Task date  Profit    P
  1   15    2571     0   
  3   18    2710     1   
  7   27    1493     -1  
  9   20    2023     -1  
  11  24    1578     -1  
  11  31    2939     -1  
  14  30    3842     2   
  15  93    19320    3   
  17  44    7216     0   
  23  35    1667     -1  
  24  33    745      -1  
  24  35    1526     -1  
  24  49    4866     1   
  25  37    1375     -1  
  27  32    472      -1  
  27  78    5891     -1  
  30  46    1431     -1  
  33  48    2133     2   
  39  53    1505     -1  
  42  52    1243     -1  
  52  68    1316     -1  
  52  85    5393     0   
  53  65    1401     1   
  53  71    2206     -1  
  55  69    2991     2   
  57  75    2273     -1  
  58  72    2403     -1  
  59  64    372      -1  
  59  70    2033     -1  
  60  66    685      -1  
  69  82    2447     1   
  71  90    1501     -1  
  71  94    1853     -1  
  77  90    2215     -1  
  77  95    1809     -1  
  81  93    2198     -1  
  81  94    3215     2   
  83  91    1643     1   
  87  95    1309     0   
End
