NMec = 98491
T = 19
P = 4
Profits not ignored
Solution time = 8.468e-04
Best Profit = 20366
Terminal Cases = 68162
Task date  Profit    P
  7   28    1694     -1  
  8   23    3993     0   
  9   19    1302     1   
  11  26    1554     -1  
  16  34    3710     2   
  17  23    490      -1  
  17  32    2996     3   
  19  32    1946     -1  
  19  45    3671     -1  
  20  39    2861     1   
  28  41    1907     -1  
  29  33    440      -1  
  29  40    3168     0   
  29  41    1645     -1  
  32  45    1451     -1  
  32  45    1993     -1  
  34  45    1302     3   
  36  40    754      -1  
  36  42    1034     2   
End
