NMec = 98491
T = 35
P = 4
Profits not ignored
Solution time = 5.852e+00
Best Profit = 49640
Terminal Cases = 591889017
Task date  Profit    P
  3   19    3883     0   
  3   23    4560     1   
  4   26    2069     -1  
  5   29    3426     -1  
  6   23    2824     -1  
  9   14    1444     2   
  10  21    964      -1  
  11  28    4106     3   
  15  28    2402     2   
  16  28    1797     -1  
  20  40    4627     0   
  21  28    1182     -1  
  22  34    1854     -1  
  27  80    5454     -1  
  28  36    1000     1   
  29  43    2905     2   
  29  77    6495     3   
  30  42    2713     -1  
  31  44    1857     -1  
  33  59    4254     -1  
  34  43    2366     -1  
  36  56    2923     -1  
  39  57    5575     1   
  39  61    2651     -1  
  41  59    2525     0   
  42  48    862      -1  
  43  53    1257     -1  
  45  53    1463     -1  
  46  53    829      -1  
  48  50    308      2   
  51  61    1859     2   
  62  76    2317     0   
  71  87    4354     1   
  74  84    1007     -1  
  76  84    1280     2   
End
