NMec = 98491
T = 22
P = 6
Profits not ignored
Solution time = 8.120e-03
Best Profit = 23977
Terminal Cases = 880148
Task date  Profit    P
  1   13    1481     0   
  2   12    989      -1  
  2   13    1050     -1  
  3   10    861      1   
  4   16    1324     -1  
  5   27    3552     2   
  5   27    2038     -1  
  7   23    1171     -1  
  8   27    3584     3   
  8   28    3820     4   
  8   31    3753     5   
  10  25    2560     -1  
  10  32    1398     -1  
  12  21    2045     1   
  14  20    496      -1  
  14  25    812      -1  
  16  24    1002     -1  
  17  27    2892     0   
  18  27    2078     -1  
  19  35    1140     -1  
  22  27    1492     1   
  29  31    497      0   
End
