NMec = 98491
T = 39
P = 3
Profits not ignored
Solution time = 2.846e+01
Best Profit = 51257
Terminal Cases = 3038614688
Task date  Profit    P
  4   22    2230     0   
  8   22    1984     -1  
  9   15    1661     1   
  11  27    2652     2   
  13  17    498      -1  
  13  25    2124     -1  
  15  102   12255    -1  
  16  29    1220     1   
  19  94    9651     -1  
  31  51    2248     -1  
  33  43    1650     0   
  34  47    2129     -1  
  35  49    2789     1   
  36  85    8563     2   
  37  43    832      -1  
  40  53    1999     -1  
  41  48    1367     -1  
  42  46    1261     -1  
  43  63    3242     -1  
  44  45    183      -1  
  45  50    1445     0   
  46  67    5257     -1  
  51  60    1472     0   
  56  68    3555     -1  
  58  79    5387     1   
  64  91    5094     0   
  71  77    750      -1  
  71  78    1145     -1  
  72  90    2107     -1  
  81  93    1980     1   
  86  91    605      2   
  87  101   863      -1  
  89  104   1816     -1  
  93  108   4162     0   
  93  112   2729     2   
  94  111   1496     1   
  111 117   1030     0   
  114 128   2713     1   
  118 126   2379     0   
End
