NMec = 98491
T = 29
P = 6
Profits not ignored
Solution time = 1.280e+00
Best Profit = 38932
Terminal Cases = 170179862
Task date  Profit    P
  0   14    3272     0   
  0   16    1923     1   
  0   46    7399     2   
  1   12    2657     3   
  2   7     1154     4   
  6   21    1963     -1  
  7   12    911      -1  
  7   26    3337     5   
  8   15    2141     4   
  8   26    1396     -1  
  9   14    794      -1  
  9   19    979      -1  
  10  23    1832     -1  
  10  28    2940     -1  
  13  20    1537     3   
  16  20    955      0   
  16  21    368      4   
  19  44    2940     1   
  20  26    850      -1  
  22  28    1381     0   
  22  37    2998     3   
  22  41    1899     -1  
  23  30    1155     -1  
  23  45    2618     4   
  31  38    987      0   
  33  45    799      -1  
  34  46    1634     5   
  38  45    896      3   
  46  48    735      0   
End
