NMec = 98491
T = 27
P = 8
Profits not ignored
Solution time = 5.448e-01
Best Profit = 32414
Terminal Cases = 74410370
Task date  Profit    P
  0   5     1359     0   
  0   9     1474     1   
  0   21    3308     2   
  2   13    1095     3   
  3   10    970      4   
  3   25    3526     5   
  4   12    1698     6   
  5   22    1976     -1  
  5   23    3899     7   
  6   15    1324     0   
  6   27    1860     -1  
  8   14    475      -1  
  8   15    916      -1  
  10  26    1400     -1  
  10  33    1931     -1  
  12  20    1122     -1  
  13  18    1324     1   
  13  21    2339     4   
  13  32    2556     6   
  15  26    1636     -1  
  15  27    1916     3   
  16  33    1454     0   
  19  27    892      1   
  22  31    1050     2   
  23  33    750      4   
  25  28    854      7   
  26  31    626      5   
End
