NMec = 98491
T = 23
P = 4
Profits not ignored
Solution time = 4.733e-03
Best Profit = 24243
Terminal Cases = 591656
Task date  Profit    P
  5   26    3290     0   
  6   18    2815     1   
  9   35    3823     -1  
  10  39    4926     2   
  11  25    2466     3   
  13  26    1087     -1  
  14  18    677      -1  
  16  31    2869     -1  
  17  26    2248     -1  
  20  23    439      1   
  21  36    2324     -1  
  22  29    1328     -1  
  23  26    683      -1  
  25  37    1027     -1  
  25  42    2312     1   
  25  50    1796     -1  
  26  36    2346     3   
  32  37    678      -1  
  33  37    609      -1  
  34  42    821      0   
  45  52    1486     0   
  45  54    2294     1   
  51  55    1048     2   
End
