NMec = 98491
T = 20
P = 7
Profits not ignored
Solution time = 2.966e-03
Best Profit = 29428
Terminal Cases = 260739
Task date  Profit    P
  0   10    1800     0   
  2   16    2069     1   
  2   25    6546     2   
  3   18    2943     -1  
  3   19    1893     -1  
  3   24    2968     3   
  4   18    3930     4   
  4   20    1486     -1  
  5   12    906      -1  
  5   18    1379     -1  
  5   28    4734     5   
  6   12    814      -1  
  6   27    2578     -1  
  7   21    1316     -1  
  8   18    920      -1  
  9   26    1775     -1  
  9   29    4354     6   
  14  24    1665     -1  
  16  29    1722     0   
  17  27    1305     1   
End
