NMec = 98491
T = 19
P = 5
Profits not ignored
Solution time = 1.399e-03
Best Profit = 21375
Terminal Cases = 100384
Task date  Profit    P
  1   11    2156     0   
  2   6     553      1   
  4   21    2077     -1  
  5   16    1076     -1  
  5   18    1374     -1  
  5   27    3154     2   
  6   14    2082     3   
  8   20    3466     1   
  8   22    914      -1  
  8   28    3300     4   
  11  21    1336     -1  
  11  23    1242     -1  
  11  26    2430     -1  
  14  21    803      -1  
  14  21    941      0   
  18  21    651      -1  
  19  28    1823     3   
  21  29    1521     1   
  25  37    2379     0   
End
