NMec = 98491
T = 40
P = 6
Profits not ignored
Solution time = 7.539e+02
Best Profit = 65899
Terminal Cases = 72243625279
Task date  Profit    P
  0   10    2235     0   
  0   21    2187     1   
  0   46    8856     2   
  1   10    1159     3   
  1   27    3359     -1  
  2   25    3295     -1  
  4   21    1716     -1  
  6   28    5717     4   
  8   14    1118     5   
  9   20    2072     -1  
  11  12    271      0   
  11  61    9420     3   
  13  35    4568     0   
  15  39    5494     5   
  17  28    2526     -1  
  18  31    1992     -1  
  19  24    970      -1  
  19  31    2436     -1  
  19  38    1910     -1  
  22  28    835      -1  
  25  38    3000     1   
  25  43    1479     -1  
  26  47    2479     -1  
  29  47    2101     -1  
  30  35    877      -1  
  31  55    4534     -1  
  35  52    3763     4   
  37  49    1238     -1  
  37  52    2715     0   
  39  58    1791     -1  
  40  50    1574     -1  
  41  47    718      1   
  41  54    940      -1  
  42  57    1887     -1  
  45  58    2708     5   
  47  60    2552     2   
  48  62    4345     1   
  54  61    793      -1  
  54  62    1672     0   
  54  66    3401     4   
End
