NMec = 98491
T = 26
P = 4
Profits not ignored
Solution time = 4.264e-02
Best Profit = 37677
Terminal Cases = 5779454
Task date  Profit    P
  0   10    2245     0   
  0   21    3800     1   
  5   19    1998     2   
  9   20    1287     -1  
  10  24    1487     -1  
  10  27    2106     -1  
  11  26    3634     0   
  15  59    3931     -1  
  16  25    1006     -1  
  17  25    810      -1  
  17  34    3929     3   
  20  34    2346     -1  
  21  27    817      -1  
  21  32    3153     2   
  21  34    1074     -1  
  25  46    3194     1   
  28  44    1367     -1  
  30  53    5554     0   
  33  44    3102     2   
  33  51    2895     -1  
  36  45    2470     3   
  38  47    1549     -1  
  49  53    836      1   
  49  64    2677     2   
  51  58    841      3   
  63  64    244      0   
End
