NMec = 98491
T = 34
P = 5
Profits not ignored
Solution time = 1.234e+01
Best Profit = 55754
Terminal Cases = 1624600856
Task date  Profit    P
  0   18    1155     -1  
  0   21    4615     0   
  2   13    1175     1   
  3   34    8005     2   
  3   66    10888    3   
  6   11    1071     4   
  9   19    1138     -1  
  10  32    1725     -1  
  11  23    1476     -1  
  13  66    5041     -1  
  14  19    839      1   
  18  20    311      4   
  19  24    572      -1  
  20  29    518      -1  
  20  47    6066     1   
  21  30    2126     -1  
  21  37    4553     4   
  26  41    1695     -1  
  27  45    3538     0   
  31  45    1091     -1  
  33  41    813      -1  
  35  50    2319     -1  
  35  57    4530     -1  
  35  60    5135     2   
  39  45    1417     4   
  41  45    626      -1  
  43  62    2569     -1  
  45  61    1215     -1  
  48  57    1862     0   
  48  64    1777     -1  
  49  63    3616     1   
  50  66    2184     4   
  51  58    744      -1  
  63  65    479      0   
End
