NMec = 98491
T = 20
P = 8
Profits not ignored
Solution time = 9.736e-03
Best Profit = 33614
Terminal Cases = 924150
Task date  Profit    P
  0   9     2140     0   
  1   11    1929     -1  
  2   9     970      1   
  2   16    3160     2   
  2   21    3279     3   
  2   23    4274     4   
  2   26    4403     5   
  5   9     530      -1  
  5   14    1374     -1  
  5   25    3572     6   
  6   28    3808     7   
  10  27    2953     0   
  10  29    3390     1   
  13  14    225      -1  
  16  23    825      -1  
  17  26    877      -1  
  17  28    1024     2   
  20  22    279      -1  
  20  26    467      -1  
  22  25    641      3   
End
