NMec = 98491
T = 23
P = 3
Profits not ignored
Solution time = 9.131e-03
Best Profit = 32356
Terminal Cases = 893732
Task date  Profit    P
  0   27    5793     0   
  1   9     1081     1   
  3   9     976      -1  
  3   13    992      -1  
  6   29    3728     2   
  7   19    2276     -1  
  9   19    1650     -1  
  10  15    1158     -1  
  12  76    7657     1   
  21  36    1735     -1  
  28  73    6367     0   
  30  32    379      2   
  32  39    596      -1  
  37  44    2316     2   
  41  58    2014     -1  
  45  49    798      2   
  45  61    1388     -1  
  45  64    2149     -1  
  51  66    4237     2   
  51  69    1445     -1  
  52  55    282      -1  
  61  70    1356     -1  
  63  74    1632     -1  
End
