NMec = 98491
T = 25
P = 5
Profits not ignored
Solution time = 3.038e-02
Best Profit = 30489
Terminal Cases = 3401554
Task date  Profit    P
  0   45    3454     -1  
  0   48    6466     0   
  4   13    1845     1   
  5   15    955      -1  
  5   23    3097     2   
  6   33    3762     3   
  8   20    3313     4   
  8   31    2824     -1  
  9   20    1077     -1  
  10  17    1404     -1  
  11  31    2943     -1  
  11  33    3301     -1  
  13  26    1865     -1  
  15  31    2381     1   
  20  28    1445     -1  
  22  40    3506     4   
  22  42    3175     -1  
  23  32    1310     -1  
  25  26    220      2   
  27  48    2052     -1  
  31  46    3132     2   
  32  38    549      1   
  33  42    753      -1  
  35  49    1428     3   
  39  46    790      1   
End
