NMec = 98491
T = 36
P = 8
Profits not ignored
Solution time = 1.304e+02
Best Profit = 45587
Terminal Cases = 10602795719
Task date  Profit    P
  0   11    1000     0   
  0   14    1854     1   
  1   10    1007     2   
  1   33    4685     3   
  4   14    1413     -1  
  4   18    3225     4   
  5   17    2602     5   
  5   23    3118     6   
  7   28    1608     -1  
  8   30    2333     -1  
  9   10    392      -1  
  9   12    435      -1  
  9   20    2259     -1  
  9   34    5957     7   
  10  29    2068     -1  
  12  15    422      -1  
  12  22    2102     0   
  12  37    4170     2   
  14  37    3403     -1  
  15  29    2759     1   
  17  22    1349     -1  
  17  33    2716     -1  
  18  34    2623     5   
  19  31    2514     4   
  20  33    1925     -1  
  21  29    1335     -1  
  21  30    2006     -1  
  22  39    1785     -1  
  24  35    929      -1  
  25  28    472      0   
  26  32    919      -1  
  27  41    4000     6   
  28  40    1348     -1  
  29  38    1788     0   
  33  35    531      1   
  33  43    1180     4   
End
