NMec = 98491
T = 32
P = 6
Profits not ignored
Solution time = 3.774e+00
Best Profit = 46202
Terminal Cases = 535069532
Task date  Profit    P
  0   22    5091     0   
  1   14    1280     1   
  1   20    2572     -1  
  2   23    4498     2   
  3   21    3104     3   
  5   24    1917     -1  
  6   10    1024     -1  
  6   12    762      -1  
  6   28    4862     4   
  7   19    1642     -1  
  7   49    5898     -1  
  7   52    6850     5   
  9   28    2705     -1  
  11  19    940      -1  
  15  27    2737     1   
  15  29    1947     -1  
  15  38    3086     -1  
  18  31    2426     -1  
  23  26    245      -1  
  23  39    1936     -1  
  23  43    2671     -1  
  24  35    1068     -1  
  24  50    3648     0   
  25  45    3202     2   
  26  48    4212     3   
  29  40    1533     1   
  35  42    1543     4   
  40  45    466      -1  
  42  49    1669     1   
  44  48    881      -1  
  47  51    1084     2   
  47  52    889      4   
End
