NMec = 98491
T = 15
P = 3
Profits not ignored
Solution time = 7.157e-05
Best Profit = 20018
Terminal Cases = 6802
Task date  Profit    P
  2   7     689      0   
  3   30    4109     -1  
  4   40    6001     1   
  7   20    1814     -1  
  8   19    1655     0   
  10  21    1182     -1  
  16  20    811      -1  
  16  31    3991     -1  
  17  39    4727     2   
  20  37    3592     0   
  21  38    1445     -1  
  25  27    509      -1  
  29  45    3675     -1  
  38  44    1437     0   
  40  47    1917     2   
End
