NMec = 98491
T = 21
P = 8
Profits not ignored
Solution time = 1.454e-02
Best Profit = 23118
Terminal Cases = 1392943
Task date  Profit    P
  0   12    1078     -1  
  0   14    2413     0   
  1   12    1104     -1  
  1   17    1738     1   
  1   22    2175     2   
  2   12    1007     -1  
  3   14    1277     3   
  4   22    1446     -1  
  4   27    2854     4   
  6   17    1028     -1  
  6   28    2755     5   
  10  17    1190     6   
  10  17    941      -1  
  10  26    3055     7   
  11  24    1107     -1  
  16  20    435      -1  
  17  24    1261     0   
  17  26    1147     3   
  18  23    1186     1   
  19  27    2067     6   
  21  23    396      -1  
End
