NMec = 98491
T = 14
P = 6
Profits not ignored
Solution time = 1.863e-04
Best Profit = 20127
Terminal Cases = 11181
Task date  Profit    P
  3   28    4991     0   
  4   21    1350     -1  
  5   15    2084     1   
  5   22    2411     2   
  6   10    871      3   
  6   27    4828     4   
  7   22    1762     -1  
  8   26    2332     5   
  10  24    1290     -1  
  13  15    253      -1  
  14  20    1719     3   
  19  27    891      1   
  19  29    719      -1  
  20  21    147      -1  
End
