NMec = 98491
T = 31
P = 8
Profits not ignored
Solution time = 1.624e+00
Best Profit = 36203
Terminal Cases = 206174656
Task date  Profit    P
  0   15    2610     0   
  1   23    3056     1   
  3   17    1791     2   
  5   18    3959     3   
  5   19    2288     4   
  6   24    3119     5   
  8   17    1344     -1  
  11  22    1700     6   
  12  24    2302     -1  
  12  30    2870     -1  
  13  33    3798     7   
  14  21    699      -1  
  15  24    2290     -1  
  15  24    1898     -1  
  16  24    1029     -1  
  17  31    2944     0   
  18  23    716      -1  
  18  35    1515     -1  
  18  38    1493     -1  
  19  26    1761     2   
  19  27    1153     -1  
  19  37    2843     3   
  20  27    1176     -1  
  21  28    1061     -1  
  21  28    895      -1  
  21  31    1541     -1  
  21  36    2532     4   
  22  28    684      -1  
  23  30    1526     6   
  30  36    710      1   
  30  37    1566     2   
End
