NMec = 98491
T = 30
P = 5
Profits not ignored
Solution time = 3.068e-01
Best Profit = 36121
Terminal Cases = 38758959
Task date  Profit    P
  2   35    6351     0   
  3   12    1200     1   
  3   50    6738     2   
  7   15    1019     -1  
  7   16    1748     3   
  8   12    582      -1  
  9   32    3906     -1  
  9   36    2872     -1  
  10  13    483      -1  
  10  23    2596     -1  
  11  15    948      -1  
  11  28    1301     -1  
  11  30    2036     -1  
  11  32    4273     4   
  14  23    1976     1   
  14  31    2242     -1  
  17  31    1733     -1  
  19  37    2953     -1  
  21  33    2850     3   
  21  35    3402     -1  
  23  39    1810     -1  
  24  30    1724     1   
  26  48    1717     -1  
  29  42    1938     -1  
  34  49    2266     1   
  35  42    793      3   
  35  46    1255     -1  
  35  56    3849     4   
  38  51    1777     0   
  43  50    576      3   
End
