NMec = 98491
T = 26
P = 8
Profits not ignored
Solution time = 1.741e-01
Best Profit = 35640
Terminal Cases = 22907542
Task date  Profit    P
  0   15    2415     0   
  0   16    3855     1   
  0   19    1625     -1  
  1   9     2351     2   
  2   14    2368     3   
  3   14    1802     -1  
  3   24    3799     4   
  3   32    2891     -1  
  4   19    2450     5   
  5   6     437      6   
  5   17    2139     -1  
  6   13    2000     7   
  7   32    2280     -1  
  8   28    4742     6   
  8   30    2619     -1  
  12  21    1007     -1  
  12  24    1834     -1  
  12  29    2727     2   
  12  30    2005     -1  
  14  18    829      -1  
  14  24    1414     7   
  15  30    1870     3   
  17  27    2059     0   
  20  27    789      1   
  23  31    1229     5   
  26  30    1135     4   
End
